dataset,fsn,saa,azimuth,length,width,num_pixels,charge
2015-10-03,18184694,True,173.115,33.243,1.934,58,126620.750
2015-10-03,18184694,True,0.589,24.887,3.435,41,144855.172
2015-10-03,18184694,True,5.223,18.349,1.145,27,65354.828
2015-10-03,18184694,True,4.899,16.642,1.718,24,45930.918
2015-10-03,18184694,True,1.618,18.486,1.566,24,66469.672
2015-10-03,18184694,True,156.944,18.926,3.653,35,96579.500
2015-10-03,18184694,True,163.349,14.610,1.300,20,76111.070
2015-10-03,18184694,True,23.511,11.616,2.699,20,20927.750
2015-10-03,18184694,True,170.496,12.315,2.228,27,281238.500
2015-10-03,18184694,True,10.074,11.646,2.900,23,63768.926
2015-10-03,18184694,True,168.525,26.292,1.705,67,1354612.250
2015-10-03,18184694,True,166.377,20.720,1.297,32,90381.914
2015-10-03,18184694,True,154.502,30.710,1.314,43,85247.836
2015-10-03,18184694,True,166.587,45.169,1.258,71,289133.125
2015-10-03,18184694,True,175.375,10.258,1.677,23,50651.586
2015-10-03,18184694,True,173.027,27.929,2.222,46,120569.484
2015-10-03,18184694,True,5.035,15.109,4.140,28,54966.250
2015-10-03,18184694,True,7.525,26.172,2.966,39,100021.922
2015-10-03,18184694,True,1.252,18.810,2.244,31,68110.672
2015-10-03,18184694,True,179.788,13.705,1.277,24,120121.578
2015-10-03,18184694,True,6.750,14.362,1.266,23,42897.004
2015-10-03,18184694,True,169.857,17.212,1.368,30,223654.750
2015-10-03,18184694,True,171.172,17.962,1.283,30,162213.094
2015-10-03,18184694,True,169.180,18.948,1.323,25,44966.000
2015-10-03,18184694,True,162.527,19.467,1.458,33,75692.750
2015-10-03,18184694,True,169.539,15.627,1.369,29,151070.250
2015-10-03,18184694,True,4.090,15.509,1.344,22,40151.836
2015-10-03,18184694,True,166.675,14.214,1.171,17,36336.000
2015-10-03,18184694,True,172.685,12.050,2.179,20,51643.160
2015-10-03,18184694,True,4.407,17.137,3.037,29,95392.164
2015-10-03,18184694,True,171.027,16.349,1.848,38,72110.836
2015-10-03,18184697,True,2.082,11.665,2.547,29,111983.836
2015-10-03,18184697,True,133.084,21.502,1.327,30,22570.166
2015-10-03,18184697,True,159.891,18.172,2.052,32,218910.000
2015-10-03,18184697,True,173.440,13.203,1.472,19,33783.336
2015-10-03,18184697,True,168.928,18.199,1.303,30,157063.906
2015-10-03,18184697,True,166.185,14.824,1.301,20,40558.836
2015-10-03,18184697,True,169.277,18.787,1.210,25,189422.594
2015-10-03,18184697,True,1.867,12.814,1.021,18,82612.422
2015-10-03,18184697,True,174.898,13.887,1.434,23,46601.414
2015-10-03,18184697,True,175.497,31.887,3.563,49,145547.984
2015-10-03,18184697,True,161.563,21.478,1.486,35,79404.828
2015-10-03,18184697,True,169.030,12.249,1.425,19,40302.664
2015-10-03,18184697,True,174.715,11.517,2.444,19,30997.754
2015-10-03,18184697,True,173.888,14.139,1.448,18,70697.750
2015-10-03,18184697,True,162.441,13.359,4.141,29,83667.250
2015-10-03,18184697,True,141.303,47.256,1.504,68,391189.250
2015-10-03,18184697,True,171.451,35.709,2.224,49,207085.500
2015-10-03,18184697,True,157.688,28.165,1.781,50,125722.328
2015-10-03,18184697,True,5.198,23.129,2.750,45,93177.164
2015-10-03,18184697,True,176.575,17.221,2.046,39,135615.500
2015-10-03,18184697,True,165.656,24.969,2.525,45,197679.156
2015-10-03,18184697,True,143.090,38.120,1.506,55,216502.500
2015-10-03,18184697,True,173.265,14.292,1.219,23,49397.172
2015-10-03,18184697,True,179.186,10.521,4.549,28,58006.414
2015-10-03,18184697,True,170.625,18.236,1.228,24,58968.836
2015-10-03,18184697,True,5.506,12.909,1.261,17,29949.168
2015-10-03,18184697,True,5.372,19.684,1.446,35,71198.500
2015-10-03,18184697,True,173.470,22.690,1.956,44,87099.586
2015-10-03,18184697,True,156.902,26.229,2.737,44,123987.328
2015-10-03,18184697,True,2.259,21.456,1.217,19,50260.914
2015-10-03,18184697,True,177.836,29.524,2.124,48,137147.578
2015-10-03,18184697,True,10.443,20.367,2.327,42,181879.906
2015-10-03,18184697,True,0.392,43.448,2.056,70,289598.938
2015-10-03,18184697,True,175.680,17.429,2.814,40,102008.414
2015-10-03,18184697,True,9.146,16.588,1.404,25,104536.578
2015-10-03,18184699,True,176.741,11.719,3.131,20,45443.500
2015-10-03,18184699,True,4.994,22.549,1.968,36,92851.570
2015-10-03,18184699,True,174.102,23.081,1.341,38,87646.156
2015-10-03,18184699,True,171.143,19.669,1.013,18,46061.082
2015-10-03,18184699,True,174.446,24.527,1.310,33,83641.672
2015-10-03,18184699,True,165.691,15.954,1.909,40,204469.438
2015-10-03,18184699,True,175.821,17.400,2.848,32,51728.078
2015-10-03,18184699,True,170.863,10.351,1.219,18,40945.082
2015-10-03,18184699,True,172.996,24.934,1.230,30,79093.164
2015-10-03,18184699,True,80.140,13.472,4.242,43,19289.334
2015-10-03,18184699,True,15.117,23.794,8.860,131,47712.914
2015-10-03,18184699,True,175.095,15.571,1.351,21,61087.746
2015-10-03,18184699,True,89.864,12.926,3.013,24,3380.583
2015-10-03,18184699,True,84.126,16.232,7.449,160,61620.172
2015-10-03,18184699,True,172.310,40.142,2.174,58,147544.828
2015-10-03,18184699,True,84.134,18.025,8.006,108,30541.000
2015-10-03,18184699,True,33.468,11.832,9.490,88,31861.084
2015-10-03,18184699,True,10.024,12.271,1.150,18,22685.666
2015-10-03,18184699,True,83.679,16.559,1.140,21,114666.000
2015-10-03,18184699,True,67.628,11.526,7.648,64,23058.250
2015-10-03,18184699,True,178.172,35.422,1.334,48,122625.750
2015-10-03,18184699,True,169.967,19.463,1.345,27,62500.078
2015-10-03,18184699,True,169.789,22.378,1.559,34,75769.500
2015-10-03,18184699,True,160.510,28.019,1.492,57,198985.828
2015-10-03,18184699,True,169.943,13.064,1.379,21,31063.168
2015-10-03,18184699,True,167.321,13.613,1.344,23,74473.594
2015-10-03,18184699,True,171.083,35.305,4.247,70,325725.500
2015-10-03,18184699,True,3.524,13.784,1.466,19,33151.164
2015-10-03,18184699,True,1.221,13.707,0.811,17,26554.750
2015-10-03,18184699,True,170.482,16.699,2.535,31,46645.914
2015-10-03,18184699,True,179.951,26.967,3.372,47,169139.656
2015-10-03,18184699,True,174.627,16.520,2.234,25,35183.918
2015-10-03,18184699,True,6.085,15.178,1.876,28,98519.750
2015-10-03,18184699,True,178.848,32.962,1.341,51,186857.016
2015-10-03,18184699,True,179.131,11.930,1.718,21,27982.166
2015-10-03,18184702,True,1.853,12.230,3.499,19,80253.000
2015-10-03,18184702,True,174.439,14.030,1.831,28,54084.750
2015-10-03,18184702,True,173.952,19.503,1.265,24,63688.086
2015-10-03,18184702,True,5.665,12.699,1.600,25,78399.578
2015-10-03,18184702,True,174.440,18.283,1.286,30,74500.422
2015-10-03,18184702,True,13.096,21.023,1.277,28,87936.000
2015-10-03,18184702,True,170.883,10.326,1.479,21,147657.328
2015-10-03,18184702,True,168.371,11.352,1.425,17,52428.832
2015-10-03,18184702,True,0.000,14.402,0.000,15,59771.422
2015-10-03,18184702,True,10.337,16.292,4.481,29,49150.836
2015-10-03,18184702,True,157.506,31.899,1.609,50,101865.844
2015-10-03,18184702,True,20.248,11.594,2.886,20,64008.504
2015-10-03,18184702,True,10.589,15.061,3.497,29,60379.758
2015-10-03,18184702,True,177.004,14.401,1.294,20,63477.246
2015-10-03,18184702,True,168.875,17.198,3.134,27,110155.922
2015-10-03,18184702,True,2.329,10.736,2.431,21,31248.996
2015-10-03,18184702,True,174.837,52.933,1.895,80,231112.172
2015-10-03,18184702,True,8.407,12.992,1.404,22,47720.918
2015-10-03,18184702,True,162.670,15.843,1.424,28,156335.469
2015-10-03,18184702,True,172.870,20.136,1.408,33,95305.414
2015-10-03,18184702,True,177.879,18.885,1.840,31,130076.414
2015-10-03,18184702,True,1.098,14.950,1.922,28,85189.500
2015-10-03,18184702,True,155.644,43.944,3.570,76,155345.578
2015-10-03,18184702,True,3.361,69.951,1.458,83,122119.844
2015-10-03,18184702,True,160.330,20.514,1.177,31,112024.336
2015-10-03,18184702,True,170.558,15.649,3.258,29,78265.422
2015-10-03,18184702,True,172.580,13.416,1.447,25,43426.250
2015-10-03,18184702,True,0.881,11.400,1.855,23,68329.836
2015-10-03,18184702,True,142.199,18.606,2.292,32,137924.078
2015-10-03,18184702,True,166.341,13.169,1.175,17,19929.666
2015-10-03,18184702,True,0.361,13.026,4.687,24,52192.914
2015-10-03,18184702,True,172.466,103.466,2.802,117,398040.000
2015-10-03,18184702,True,173.741,70.914,2.317,98,208171.500
2015-10-03,18184702,True,173.233,20.948,1.170,25,52201.000
2015-10-03,18184702,True,174.926,45.326,3.220,120,397987.188
2015-10-03,18184702,True,173.181,63.138,2.175,110,220310.906
2015-10-03,18184702,True,2.153,116.318,1.536,167,423870.688
2015-10-03,18184702,True,170.402,19.035,1.013,24,58656.000
2015-10-03,18184702,True,34.292,22.009,2.053,31,20669.416
2015-10-03,18184702,True,172.713,25.270,1.858,44,192069.406
2015-10-03,18184702,True,162.537,24.491,2.093,43,108198.000
2015-10-03,18184702,True,7.546,15.781,1.527,28,58122.410
2015-10-03,18184705,True,160.728,27.577,3.266,43,146808.906
2015-10-03,18184705,True,124.132,14.991,1.303,20,13727.584
2015-10-03,18184705,True,172.591,12.099,1.256,18,30053.500
2015-10-03,18184705,True,162.820,63.143,1.471,90,267136.781
2015-10-03,18184705,True,177.187,14.750,2.410,22,31775.668
2015-10-03,18184705,True,169.591,14.933,1.353,21,44080.586
2015-10-03,18184705,True,174.358,12.061,1.367,22,129429.234
2015-10-03,18184705,True,177.072,13.638,1.308,25,79105.578
2015-10-03,18184705,True,157.915,16.433,1.603,21,31503.334
2015-10-03,18184705,True,174.778,15.768,3.864,23,41975.664
2015-10-03,18184705,True,169.721,20.352,3.625,38,144407.234
2015-10-03,18184705,True,4.341,13.255,1.282,18,25431.918
2015-10-03,18184705,True,5.298,14.995,1.260,19,20286.086
2015-10-03,18184705,True,22.735,14.875,8.595,106,38647.086
2015-10-03,18184705,True,75.438,17.543,9.615,128,29138.832
2015-10-03,18184705,True,171.751,11.379,1.243,21,94338.164
2015-10-03,18184705,True,98.373,33.483,6.832,138,149657.594
2015-10-03,18184705,True,171.385,23.044,1.962,34,69603.672
2015-10-03,18184705,True,89.655,12.445,2.727,30,6327.999
2015-10-03,18184705,True,0.011,26.415,1.869,38,61438.508
2015-10-03,18184705,True,179.952,24.700,2.601,46,147224.500
2015-10-03,18184705,True,0.202,11.519,1.677,24,49949.168
2015-10-03,18184705,True,2.150,82.587,3.071,121,183989.688
2015-10-03,18184705,True,12.043,13.531,4.192,32,95096.414
2015-10-03,18184705,True,171.763,13.800,2.377,26,59600.664
2015-10-03,18184705,True,172.558,11.977,1.342,16,32788.418
2015-10-03,18184705,True,156.447,16.804,4.220,33,91578.586
2015-10-03,18184705,True,175.970,72.790,1.927,112,527695.875
2015-10-03,18184705,True,176.495,10.709,1.893,23,67777.164
2015-10-03,18184705,True,69.818,22.155,3.973,37,43911.922
2015-10-03,18184705,True,3.765,12.346,1.309,20,23598.834
2015-10-03,18184705,True,177.190,24.077,1.791,24,49100.586
2015-10-03,18184705,True,172.364,13.275,1.486,20,45150.414
2015-10-03,18184705,True,5.442,26.139,1.339,35,62034.000
2015-10-03,18184705,True,1.104,44.943,2.260,79,197268.328
2015-10-03,18184705,True,163.203,30.483,2.545,53,115486.922
2015-10-03,18184705,True,152.813,14.451,1.293,33,148369.828
2015-10-03,18184705,True,175.651,28.597,2.795,69,346003.625
2015-10-03,18184705,True,176.163,18.815,3.309,33,73516.750
2015-10-03,18184705,True,27.696,19.045,1.740,30,236084.469
2015-10-03,18184705,True,178.422,12.970,1.087,19,31117.750
2015-10-03,18184705,True,18.792,20.340,5.045,38,77302.750
2015-10-03,18184705,True,4.889,25.540,2.361,36,88574.414
2015-10-03,18184705,True,11.973,12.557,1.491,18,31688.500
2015-10-03,18184705,True,164.981,15.576,1.175,23,25517.666
2015-10-03,18184708,True,169.860,30.636,1.818,51,262599.594
2015-10-03,18184708,True,168.447,16.659,2.606,28,66292.000
2015-10-03,18184708,True,168.084,11.337,2.108,29,153658.938
2015-10-03,18184708,True,1.952,15.182,1.173,25,37671.750
2015-10-03,18184708,True,170.326,34.575,1.297,45,64274.590
2015-10-03,18184708,True,7.534,21.564,2.463,41,72887.828
2015-10-03,18184708,True,6.029,14.253,4.897,30,48067.086
2015-10-03,18184708,True,11.489,11.411,1.867,20,51849.164
2015-10-03,18184708,True,1.799,44.088,1.291,68,163605.062
2015-10-03,18184708,True,2.915,16.986,1.378,26,63167.750
2015-10-03,18184708,True,73.618,13.680,9.361,46,64698.504
2015-10-03,18184708,True,1.989,41.400,3.239,60,116187.094
2015-10-03,18184708,True,179.695,11.274,2.267,19,104904.406
2015-10-03,18184708,True,166.167,20.195,1.252,29,68576.922
2015-10-03,18184708,True,1.726,121.244,1.534,156,559760.375
2015-10-03,18184708,True,175.580,30.082,1.891,74,141387.656
2015-10-03,18184708,True,169.503,15.406,1.802,21,34128.828
2015-10-03,18184708,True,178.273,11.376,1.692,22,105760.594
2015-10-03,18184708,True,175.743,18.287,1.394,35,179238.844
2015-10-03,18184708,True,165.760,26.242,1.451,40,63048.832
2015-10-03,18184708,True,170.714,15.121,1.552,20,29839.250
2015-10-03,18184708,True,179.771,12.080,2.743,26,52777.336
2015-10-03,18184708,True,5.630,20.300,1.441,38,99853.828
2015-10-03,18184708,True,176.636,10.179,2.688,22,38536.504
2015-10-03,18184708,True,175.798,27.824,1.729,44,80131.422
2015-10-03,18184708,True,139.491,24.232,1.511,43,242039.250
2015-10-03,18184708,True,178.605,29.054,1.211,36,38745.414
2015-10-03,18184708,True,162.605,17.308,2.686,34,119250.016
2015-10-03,18184708,True,175.233,12.762,2.331,19,33697.000
2015-10-03,18184708,True,2.057,25.566,4.795,58,258054.312
2015-10-03,18184708,True,175.470,49.713,1.578,69,223857.688
2015-10-03,18184708,True,172.122,17.146,5.235,31,41153.168
2015-10-03,18184708,True,175.787,17.205,1.520,26,50966.578
2015-10-03,18184708,True,12.312,19.749,1.306,29,119693.422
2015-10-03,18184708,True,174.095,12.737,1.307,19,36632.422
2015-10-03,18184708,True,179.894,20.786,0.363,29,107559.164
2015-10-03,18184708,True,3.454,111.971,1.903,134,306590.844
2015-10-03,18184708,True,178.161,23.849,2.318,27,53369.664
2015-10-03,18184708,True,175.941,19.592,2.776,37,52623.164
2015-10-03,18184708,True,178.849,14.995,3.604,25,113489.922
2015-10-03,18184708,True,176.952,28.257,3.214,45,182418.344
2015-10-03,18184708,True,170.157,13.275,3.190,20,44040.832
2015-10-03,18184708,True,162.337,15.086,2.339,29,140503.656
2015-10-03,18184711,True,1.298,13.207,1.920,19,60625.328
2015-10-03,18184711,True,171.533,15.876,2.074,24,59236.254
2015-10-03,18184711,True,164.501,12.136,1.551,24,223319.406
2015-10-03,18184711,True,163.617,11.415,1.716,23,61638.930
2015-10-03,18184711,True,6.810,13.682,1.177,17,61047.164
2015-10-03,18184711,True,3.779,38.498,1.787,55,188545.922
2015-10-03,18184711,True,169.435,25.137,1.210,29,58520.078
2015-10-03,18184711,True,10.518,33.081,3.898,69,114048.250
2015-10-03,18184711,True,4.088,12.371,1.455,20,73469.078
2015-10-03,18184711,True,8.766,14.175,10.962,141,63097.914
2015-10-03,18184711,True,81.572,42.479,15.621,345,109626.914
2015-10-03,18184711,True,118.156,13.986,9.198,77,10701.666
2015-10-03,18184711,True,7.002,18.726,1.308,31,337768.750
2015-10-03,18184711,True,73.060,13.900,11.037,101,63705.586
2015-10-03,18184711,True,85.213,11.580,7.477,72,66897.086
2015-10-03,18184711,True,6.083,14.484,3.319,25,77344.000
2015-10-03,18184711,True,73.530,32.320,6.944,155,94814.328
2015-10-03,18184711,True,96.297,8.941,5.504,44,18318.664
2015-10-03,18184711,True,124.351,14.012,1.205,24,185465.938
2015-10-03,18184711,True,7.930,14.351,3.070,34,74233.914
2015-10-03,18184711,True,175.935,11.724,3.404,24,46694.500
2015-10-03,18184711,True,179.165,15.608,0.715,19,24382.000
2015-10-03,18184711,True,10.451,9.677,3.178,21,45180.004
2015-10-03,18184711,True,122.733,14.329,1.332,20,14320.168
2015-10-03,18184711,True,148.556,11.244,4.300,24,44688.336
2015-10-03,18184711,True,171.304,20.666,2.891,34,54495.664
2015-10-03,18184711,True,176.012,20.411,1.485,30,35805.418
2015-10-03,18184711,True,13.896,46.451,1.993,92,926275.312
2015-10-03,18184711,True,0.749,10.707,1.876,20,53273.664
2015-10-03,18184711,True,25.712,12.271,3.285,21,45062.832
2015-10-03,18184711,True,8.949,20.348,1.626,29,70956.828
2015-10-03,18184711,True,166.862,14.162,1.370,19,28086.918
2015-10-03,18184711,True,178.600,13.879,3.680,24,34976.832
2015-10-03,18184711,True,54.585,14.678,7.140,41,135298.578
2015-10-03,18184711,True,174.321,10.988,2.431,19,95424.336
2015-10-03,18184711,True,4.059,20.818,1.563,32,135390.672
2015-10-03,18184711,True,5.554,11.979,2.161,23,71171.992
2015-10-03,18184711,True,6.950,18.944,1.111,25,60622.164
2015-10-03,18184711,True,153.742,27.855,3.236,45,82555.000
2015-10-03,18184711,True,39.922,10.902,5.089,29,37320.914
2015-10-03,18184711,True,174.843,15.818,1.963,28,71494.086
2015-10-03,18184711,True,175.220,18.059,1.070,25,41577.832
2015-10-03,18184711,True,6.360,17.944,1.432,23,47843.918
2015-10-03,18184714,True,0.192,10.064,1.823,21,46464.500
2015-10-03,18184714,True,162.785,22.018,3.255,37,106005.914
2015-10-03,18184714,True,171.944,28.663,1.346,46,256685.938
2015-10-03,18184714,True,173.890,13.316,2.123,24,42301.332
2015-10-03,18184714,True,163.152,23.705,1.410,37,130008.750
2015-10-03,18184714,True,166.598,16.072,3.637,33,79558.000
2015-10-03,18184714,True,173.855,30.949,2.527,39,50480.078
2015-10-03,18184714,True,169.056,21.329,1.218,32,52478.000
2015-10-03,18184714,True,166.020,14.606,1.378,21,22178.750
2015-10-03,18184714,True,2.954,18.910,4.052,34,100548.492
2015-10-03,18184714,True,0.000,16.436,0.000,15,22622.336
2015-10-03,18184714,True,175.211,22.686,3.796,38,58088.508
2015-10-03,18184714,True,161.036,51.110,2.999,94,259235.750
2015-10-03,18184714,True,18.480,14.384,2.887,25,57097.336
2015-10-03,18184714,True,0.001,19.400,3.629,45,89455.828
2015-10-03,18184714,True,74.814,17.619,1.996,22,24622.332
2015-10-03,18184714,True,9.712,20.442,2.151,33,69913.578
2015-10-03,18184714,True,7.024,12.696,4.350,30,97492.672
2015-10-03,18184714,True,4.979,25.259,1.493,41,99970.664
2015-10-03,18184714,True,172.029,43.878,2.225,83,891209.438
2015-10-03,18184714,True,8.969,19.111,1.579,34,241155.062
2015-10-03,18184714,True,175.672,19.406,2.349,28,82784.914
2015-10-03,18184714,True,15.716,17.753,1.684,21,44362.586
2015-10-03,18184714,True,10.579,20.778,1.381,29,94499.000
2015-10-03,18184714,True,6.695,18.003,1.672,31,74632.672
2015-10-03,18184714,True,165.088,23.569,1.351,37,86378.578
2015-10-03,18184714,True,178.621,28.161,2.879,28,91318.086
2015-10-03,18184714,True,159.168,24.145,5.193,50,113438.578
2015-10-03,18184714,True,7.835,22.251,5.717,43,172800.250
2015-10-03,18184714,True,99.353,18.545,1.139,21,23973.834
2015-10-03,18184714,True,173.699,20.036,1.405,37,241081.500
2015-10-03,18184714,True,0.114,10.911,0.913,18,21746.084
2015-10-03,18184714,True,10.513,12.208,2.319,26,101564.828
2015-10-03,18184714,True,168.114,12.046,1.283,19,73018.000
2015-10-03,18184714,True,170.972,27.772,2.423,46,112605.164
2015-10-03,18184714,True,174.428,16.543,1.188,24,123106.594
2015-10-03,18184714,True,174.728,26.512,1.291,36,121733.172
2015-10-03,18184714,True,179.390,27.260,0.836,31,115731.922
2015-10-03,18184714,True,177.521,52.155,2.392,100,463411.031
2015-10-03,18184714,True,4.906,23.482,1.870,40,63523.000
2015-10-03,18184714,True,1.599,20.448,2.327,37,115768.758
2015-10-03,18184714,True,5.573,17.360,1.652,31,71580.672
2015-10-03,18184714,True,0.730,19.052,0.787,23,58582.500
2015-10-03,18184714,True,1.842,12.662,2.488,23,47052.418
2015-10-03,18184714,True,167.911,14.097,1.981,20,57582.668
2015-10-03,18184714,True,172.439,16.898,1.669,29,50211.250
2015-10-03,18184717,True,2.246,51.950,4.007,148,302502.750
2015-10-03,18184717,True,7.401,20.971,1.303,33,116652.672
2015-10-03,18184717,True,9.648,15.027,1.726,26,130426.172
2015-10-03,18184717,True,0.547,14.879,0.859,29,324832.844
2015-10-03,18184717,True,2.016,14.800,1.226,22,32456.250
2015-10-03,18184717,True,0.000,24.514,0.000,25,195384.422
2015-10-03,18184717,True,175.354,19.813,1.181,31,83075.922
2015-10-03,18184717,True,179.652,12.381,0.542,17,30780.668
2015-10-03,18184717,True,171.746,17.673,2.864,33,92137.664
2015-10-03,18184717,True,21.308,14.776,2.358,23,26425.582
2015-10-03,18184717,True,177.411,51.916,1.828,62,266828.906
2015-10-03,18184717,True,25.534,15.225,1.442,21,18020.750
2015-10-03,18184717,True,17.056,24.797,6.147,54,73166.000
2015-10-03,18184717,True,166.137,14.367,2.367,25,31499.748
2015-10-03,18184717,True,161.488,17.165,4.991,40,93130.336
2015-10-03,18184717,True,18.214,15.661,1.247,23,32768.332
2015-10-03,18184717,True,175.996,21.494,1.223,24,37579.418
2015-10-03,18184717,True,175.398,18.712,2.526,27,96401.594
2015-10-03,18184717,True,169.876,13.589,1.325,25,47240.000
2015-10-03,18184717,True,50.710,14.664,9.287,84,45169.086
2015-10-03,18184717,True,100.006,21.032,6.785,49,7243.833
2015-10-03,18184717,True,79.720,31.278,11.449,283,94289.414
2015-10-03,18184717,True,45.566,12.115,10.026,121,62200.328
2015-10-03,18184717,True,89.665,13.582,4.002,62,17360.334
2015-10-03,18184717,True,82.525,25.897,9.329,137,59654.414
2015-10-03,18184717,True,20.209,10.256,9.499,83,26224.750
2015-10-03,18184717,True,95.952,21.495,7.874,115,43413.918
2015-10-03,18184717,True,92.007,37.541,9.233,208,94364.992
2015-10-03,18184717,True,84.951,29.602,9.746,114,45492.750
2015-10-03,18184717,True,1.905,12.666,1.150,17,29302.248
2015-10-03,18184717,True,172.427,10.481,1.435,16,36631.000
2015-10-03,18184717,True,3.493,51.675,3.955,93,286547.562
2015-10-03,18184717,True,10.835,14.097,2.512,31,108752.086
2015-10-03,18184717,True,3.891,11.436,4.734,25,56450.168
2015-10-03,18184717,True,171.228,18.441,1.851,32,64623.414
2015-10-03,18184717,True,106.963,17.514,1.498,27,20785.418
2015-10-03,18184717,True,21.914,14.371,2.387,28,90248.328
2015-10-03,18184717,True,0.946,58.298,4.055,98,199701.609
2015-10-03,18184717,True,6.774,17.413,1.324,23,122656.336
2015-10-03,18184717,True,173.507,18.849,1.270,22,37106.164
2015-10-03,18184717,True,168.585,28.186,2.134,54,160894.406
2015-10-03,18184717,True,8.858,15.110,1.518,24,48963.668
2015-10-03,18184717,True,174.825,20.144,1.264,33,58326.586
2015-10-03,18184717,True,175.353,11.312,1.287,22,51406.164
2015-10-03,18184717,True,178.954,13.500,1.003,24,123942.094
2015-10-03,18184717,True,2.351,29.454,1.991,62,126883.016
2015-10-03,18184717,True,0.561,14.240,0.797,23,119286.656
2015-10-03,18184717,True,177.127,22.201,2.833,55,398304.562
2015-10-03,18184717,True,15.277,16.926,2.888,21,49502.672
2015-10-03,18184717,True,153.296,12.561,3.620,28,73248.594
2015-10-03,18184717,True,175.089,43.451,1.701,79,182376.422
2015-10-03,18184717,True,4.786,16.282,1.628,27,134204.000
2015-10-03,18184717,True,16.954,20.349,1.234,28,52064.250
2015-10-03,18184717,True,171.514,13.807,1.593,23,33952.086
2015-10-03,18184717,True,37.495,21.831,5.039,53,147287.250
2015-10-03,18184717,True,32.468,16.137,1.968,41,124428.164
2015-10-03,18184720,True,173.448,29.904,1.752,46,184921.672
2015-10-03,18184720,True,1.587,30.119,1.698,40,86981.414
2015-10-03,18184720,True,173.059,54.210,2.616,89,221627.391
2015-10-03,18184720,True,178.765,47.889,2.953,87,292656.156
2015-10-03,18184720,True,12.166,102.741,2.610,165,395753.312
2015-10-03,18184720,True,174.614,45.303,1.993,63,303968.094
2015-10-03,18184720,True,171.515,19.187,4.258,36,120583.266
2015-10-03,18184720,True,11.851,18.630,1.410,23,49025.750
2015-10-03,18184720,True,176.843,12.094,7.608,34,110275.516
2015-10-03,18184720,True,177.628,13.901,1.232,19,78564.672
2015-10-03,18184720,True,172.336,27.573,2.794,47,79885.086
2015-10-03,18184720,True,9.414,16.787,1.281,28,110048.172
2015-10-03,18184720,True,0.000,9.006,0.000,12,26606.586
2015-10-03,18184720,True,171.138,13.785,2.226,24,60865.418
2015-10-03,18184720,True,23.363,17.066,3.842,36,209174.156
2015-10-03,18184720,True,0.000,14.020,0.000,13,19419.168
2015-10-03,18184720,True,169.832,45.980,2.465,63,203772.000
2015-10-03,18184720,True,37.342,11.646,2.394,30,27976.998
2015-10-03,18184720,True,164.857,115.270,14.652,302,2524265.500
2015-10-03,18184720,True,13.096,13.827,1.397,19,28615.082
2015-10-03,18184720,True,2.370,14.635,1.803,25,32782.504
2015-10-03,18184720,True,179.527,12.283,3.175,28,129504.398
2015-10-03,18184720,True,78.656,14.790,3.940,21,26453.168
2015-10-03,18184720,True,176.289,19.158,1.558,31,56881.000
2015-10-03,18184720,True,1.861,10.987,2.026,18,63250.000
2015-10-03,18184720,True,177.213,26.879,1.428,39,127650.078
2015-10-03,18184720,True,176.856,23.145,1.345,34,69119.250
2015-10-03,18184720,True,179.287,48.495,2.303,68,180334.750
2015-10-03,18184720,True,83.758,13.639,0.950,14,11277.250
2015-10-03,18184720,True,15.856,13.617,1.310,19,28998.334
2015-10-03,18184720,True,169.574,26.790,1.780,48,155757.328
2015-10-03,18184720,True,170.658,14.931,1.286,27,389584.469
2015-10-03,18184720,True,179.094,111.560,1.137,126,511428.875
2015-10-03,18184720,True,178.569,14.574,0.948,19,25714.248
2015-10-03,18184720,True,165.018,17.786,1.313,32,151479.500
2015-10-03,18184720,True,18.952,28.021,3.313,48,138200.844
2015-10-03,18184720,True,16.355,12.850,1.256,19,49546.672
2015-10-03,18184720,True,173.263,12.085,1.318,20,94911.750
2015-10-03,18184720,True,172.909,14.723,1.590,28,58660.254
2015-10-03,18184720,True,175.547,42.224,1.589,58,107657.922
2015-10-03,18184720,True,14.575,37.852,1.590,58,83766.500
2015-10-03,18184720,True,19.936,13.541,1.409,27,63593.086
2015-10-03,18184720,True,9.956,25.631,1.314,35,42503.082
2015-10-03,18184720,True,172.052,13.880,4.687,20,24590.086
2015-10-03,18184720,True,3.291,34.213,3.279,45,109056.594
2015-10-03,18184720,True,18.645,13.830,5.996,31,97074.664
2015-10-03,18184720,True,1.846,17.901,1.113,25,29400.582
2015-10-03,18184722,True,170.040,13.915,1.411,19,23709.000
2015-10-03,18184722,True,9.812,32.046,2.435,56,130598.836
2015-10-03,18184722,True,1.067,13.869,0.797,16,18499.166
2015-10-03,18184722,True,5.494,10.861,1.261,16,37319.664
2015-10-03,18184722,True,172.235,12.454,3.558,31,136088.922
2015-10-03,18184722,True,6.103,15.664,1.128,19,68009.914
2015-10-03,18184722,True,3.715,13.539,1.682,24,66680.086
2015-10-03,18184722,True,5.685,13.190,1.417,18,37384.250
2015-10-03,18184722,True,179.996,22.703,1.788,30,54981.172
2015-10-03,18184722,True,12.867,16.693,1.258,24,36494.832
2015-10-03,18184722,True,7.551,45.343,2.784,77,183161.000
2015-10-03,18184722,True,17.011,15.452,4.285,46,123270.500
2015-10-03,18184722,True,6.393,11.784,1.354,20,52244.914
