name,width_depleted,orientation,critical_depth,width_max,offset,tilt,gain,critical_depth_min,critical_depth_max,width_max_min,width_max_max,width_depleted_preferred
2016-01-02-396,0.75,-1,0.900,4.50,0.250,0.0150,14.919,0.800,0.950,2.00,5.00,2.50
2016-01-02-397,0.75,1,0.400,1.50,-0.250,0.0300,3.891,0.100,0.600,1.00,10.00,0.00
2016-01-02-398,0.75,-1,0.100,8.50,-0.200,-0.0300,1.259,0.050,0.450,1.00,10.00,0.00
2016-01-02-399,0.75,1,0.500,4.50,-0.400,0.0300,18.140,0.400,0.900,2.00,7.00,2.00
2016-01-02-400,0.75,-1,0.550,4.00,-0.250,0.0300,21.582,0.550,0.550,3.00,4.00,0.75
2016-01-02-401,0.75,1,0.450,5.50,-0.200,-0.0300,40.105,0.450,0.500,3.00,6.50,2.00
2016-01-02-402,0.75,-1,1.000,1.00,0.450,0.0150,10.499,0.950,1.000,1.00,1.00,1.00
2016-01-02-403,0.75,-1,0.200,4.50,-0.450,-0.0300,5.349,0.150,0.300,3.50,6.50,0.00
2016-01-02-404,0.75,-1,0.350,5.00,-0.050,-0.0150,17.110,0.250,0.850,1.00,6.00,2.00
2016-01-02-405,0.75,1,0.950,9.00,0.100,0.0150,26.610,0.900,1.000,8.50,9.50,2.00
2016-01-02-406,0.75,1,0.450,6.50,-0.350,-0.0150,23.515,0.400,0.450,6.50,6.50,0.75
2016-01-02-407,0.75,1,0.450,6.00,0.150,0.0300,7.181,0.450,0.600,3.50,6.50,0.75
2016-01-02-408,0.75,1,0.050,4.00,-0.150,-0.0300,2.238,0.050,0.350,1.00,5.00,0.50
2016-01-02-409,0.75,1,0.450,5.00,0.150,0.0300,86.017,0.450,0.450,5.00,5.00,2.00
2016-01-02-410,0.75,-1,0.350,3.50,-0.100,0.0300,3.706,0.250,0.550,0.00,7.00,0.75
2016-01-02-411,0.75,-1,0.850,3.50,-0.550,0.0300,30.543,0.800,1.000,2.50,3.50,3.00
2016-01-02-412,0.75,-1,0.400,6.50,0.350,-0.0150,55.773,0.400,0.400,6.50,6.50,1.25
2016-01-02-413,0.75,-1,0.500,7.50,-0.400,0.0300,15.277,0.100,0.500,7.50,10.00,0.50
2016-01-02-414,0.75,-1,0.250,4.00,-0.350,-0.0300,12.590,0.150,0.300,3.50,8.50,1.25
2016-01-02-415,0.75,1,0.750,6.00,-0.050,-0.0300,22.847,0.750,0.800,5.00,6.00,1.75
2016-01-02-416,0.75,1,0.150,1.50,0.000,0.0150,-0.393,0.050,1.000,0.00,2.00,0.25
2016-01-02-417,0.75,-1,0.700,5.50,-0.050,0.0150,12.514,0.600,0.700,5.50,8.50,0.75
2016-01-02-418,0.75,1,0.200,4.50,-0.400,0.0300,-0.857,0.000,0.200,0.00,10.00,0.00
2016-01-02-419,0.75,1,0.150,4.00,-0.050,0.0000,2.296,0.050,0.150,3.00,6.00,0.00
2016-01-02-420,0.75,-1,0.300,1.00,0.450,0.0000,17.292,0.250,0.500,1.00,1.00,0.50
2016-01-02-421,0.75,-1,0.050,6.50,0.400,0.0000,11.929,0.050,0.150,4.00,6.50,1.00
2016-01-02-422,0.75,-1,0.150,4.50,-0.600,-0.0300,1.612,0.050,0.200,3.00,10.00,0.00
2016-01-02-423,0.75,-1,0.750,3.00,-0.450,0.0300,14.845,0.350,0.750,2.50,6.00,0.00
2016-01-02-424,0.75,-1,0.350,4.50,0.050,0.0150,19.527,0.250,0.400,0.50,5.00,0.50
2016-01-02-425,0.75,-1,0.400,5.00,-0.050,0.0300,40.749,0.400,0.400,5.00,5.00,0.50
2016-01-02-426,0.75,1,0.550,3.00,-0.500,-0.0300,14.644,0.200,0.550,3.00,3.50,0.50
2016-01-02-427,0.75,-1,0.150,7.00,0.150,-0.0150,8.280,0.150,0.300,4.00,7.00,0.25
2016-01-02-428,0.75,1,0.500,4.50,0.250,-0.0300,57.342,0.500,0.500,4.50,5.00,0.75
2016-01-02-429,0.75,-1,0.300,9.00,0.150,0.0150,14.856,0.300,0.350,9.00,9.00,0.75
2016-01-02-430,0.75,1,0.500,5.50,0.150,-0.0300,29.840,0.450,0.500,5.50,6.50,0.00
2016-01-02-431,0.75,-1,0.850,2.00,-0.100,-0.0300,7.627,0.850,0.850,2.00,2.00,0.75
2016-01-02-432,0.75,1,0.300,7.00,0.050,0.0150,18.596,0.300,0.300,7.00,7.00,0.00
2016-01-02-433,0.75,-1,0.350,7.00,-0.050,0.0150,25.101,0.350,0.450,6.00,7.00,0.00
2016-01-02-434,0.75,1,0.450,4.50,0.000,0.0000,21.373,0.350,0.500,4.50,5.00,1.00
2016-01-02-435,0.75,-1,0.050,9.00,0.100,0.0300,8.744,0.050,0.700,3.00,10.00,1.00
2016-01-02-436,0.75,-1,0.450,5.50,0.000,0.0000,53.678,0.450,0.450,5.50,5.50,1.50
2016-01-02-437,0.75,1,0.500,4.50,0.050,-0.0150,1.271,0.000,0.500,0.00,10.00,0.00
2016-01-02-438,0.75,-1,0.350,5.50,0.050,0.0150,32.088,0.350,0.400,5.50,6.00,0.50
2016-01-02-439,0.75,1,0.100,8.00,0.300,-0.0150,8.171,0.050,0.100,6.50,10.00,0.50
2016-01-02-440,0.75,1,0.300,4.50,0.050,-0.0300,6.566,0.250,0.500,3.50,8.50,0.25
2016-01-02-441,0.75,-1,0.400,2.00,-0.050,0.0300,4.583,0.150,0.600,1.00,3.00,0.75
2016-01-02-442,0.75,1,0.500,10.00,-0.200,0.0000,9.430,0.500,0.550,10.00,10.00,0.00
2016-01-02-443,0.75,-1,0.400,5.50,-0.100,0.0000,42.512,0.400,0.400,5.50,5.50,0.50
2016-01-02-444,0.75,-1,0.450,5.50,-0.050,0.0300,27.676,0.400,0.500,4.50,6.50,0.00
2016-01-02-445,0.75,1,0.150,8.50,0.600,0.0000,6.187,0.050,0.150,1.50,9.50,0.25
2016-01-02-446,0.75,1,0.500,0.00,-0.550,-0.0300,5.393,0.300,0.600,0.00,0.50,0.75
2016-01-02-447,0.75,1,0.500,7.00,-0.350,0.0000,7.579,0.400,0.550,6.00,10.00,0.75
2016-01-02-448,0.75,-1,0.150,5.50,0.550,0.0150,11.336,0.150,0.150,5.50,6.00,0.25
2016-01-02-449,0.75,1,0.300,6.00,0.100,-0.0300,21.997,0.300,0.450,1.50,6.00,1.50
2016-01-02-450,0.75,1,0.600,1.50,-0.500,0.0300,12.325,0.500,1.000,0.50,2.00,0.25
2016-01-02-451,0.75,-1,0.300,5.00,0.000,0.0150,19.881,0.300,0.350,4.50,6.00,1.00
2016-01-02-452,0.75,1,0.750,2.00,0.200,0.0300,12.474,0.150,0.750,2.00,7.50,1.25
2016-01-02-453,0.75,1,0.400,4.00,0.000,0.0000,32.239,0.350,0.400,4.00,4.50,0.25
2016-01-02-454,0.75,-1,0.400,1.50,0.000,0.0300,3.811,0.250,1.000,1.00,2.00,1.00
2016-01-02-455,0.75,-1,0.050,4.50,-0.350,-0.0150,-1.179,0.050,0.450,1.50,8.00,0.25
2016-01-02-456,0.75,1,0.250,7.00,0.200,0.0000,2.028,0.000,0.300,0.00,10.00,0.00
2016-01-02-457,0.75,-1,0.950,2.00,0.150,0.0300,14.170,0.900,0.950,2.00,3.00,1.75
2016-01-02-458,0.75,1,0.200,5.50,0.150,0.0000,6.454,0.150,0.300,4.00,10.00,0.00
2016-01-02-459,0.75,-1,0.450,5.00,-0.050,0.0000,25.719,0.400,0.600,3.50,5.50,1.75
2016-01-02-460,0.75,-1,0.450,5.50,-0.050,0.0300,55.322,0.450,0.450,5.50,5.50,2.00
2016-01-02-461,0.75,-1,0.450,6.50,0.100,0.0000,30.707,0.450,0.550,5.50,6.50,1.25
2016-01-02-462,0.75,1,0.500,5.50,0.100,0.0150,52.195,0.500,0.500,5.50,5.50,0.00
2016-01-02-463,0.75,-1,0.700,4.00,0.200,0.0300,15.345,0.700,0.950,3.50,4.50,3.00
2016-01-02-464,0.75,1,0.500,7.00,-0.150,-0.0300,95.113,0.500,0.500,7.00,7.00,1.00
2016-01-02-465,0.75,1,0.400,5.50,-0.200,-0.0150,40.954,0.400,0.400,5.50,5.50,2.50
2016-01-02-466,0.75,1,0.400,7.50,-0.550,-0.0150,5.511,0.400,0.400,7.50,8.00,0.50
2016-01-02-467,0.75,1,0.300,6.50,0.000,0.0000,59.015,0.300,0.400,5.50,6.50,0.75
2016-01-02-468,0.75,1,0.450,5.00,0.000,0.0150,28.275,0.400,0.650,4.50,5.50,2.25
2016-01-02-469,0.75,-1,0.350,5.00,0.400,-0.0300,5.150,0.050,0.350,3.50,6.50,0.50
2016-01-02-470,0.75,1,0.650,1.50,-0.100,0.0150,17.478,0.600,1.000,0.50,2.50,0.25
2016-01-02-471,0.75,1,0.200,8.50,0.100,0.0300,2.887,0.050,0.400,2.50,10.00,0.50
2016-01-02-472,0.75,-1,0.350,7.50,0.200,0.0300,10.557,0.350,0.400,6.00,7.50,0.25
2016-01-02-473,0.75,-1,0.500,5.00,0.100,0.0150,22.244,0.500,0.500,5.00,5.00,0.00
2016-01-02-474,0.75,-1,0.050,6.00,-0.150,0.0150,5.192,0.050,0.100,3.50,6.50,0.00
2016-01-02-475,0.75,-1,0.500,4.50,-0.200,-0.0300,78.434,0.500,0.500,4.50,4.50,0.75
2016-01-02-476,0.75,1,0.000,0.00,-0.100,0.0000,4.594,0.000,1.000,0.00,10.00,0.50
2016-01-02-477,0.75,1,0.300,4.00,-0.250,-0.0150,22.807,0.200,0.300,4.00,8.50,0.75
2016-01-02-478,0.75,-1,0.050,7.00,-0.200,0.0300,0.016,0.050,0.050,6.00,7.50,0.00
2016-01-02-479,0.75,1,0.250,10.00,0.000,-0.0300,10.021,0.250,0.300,8.00,10.00,0.75
2016-01-02-480,0.75,1,0.350,4.50,0.000,0.0000,20.282,0.350,0.350,3.50,4.50,0.75
2016-01-02-481,0.75,-1,0.000,0.00,0.150,0.0150,-4.550,0.000,0.700,0.00,10.00,0.00
2016-01-02-482,0.75,1,1.000,4.00,0.100,-0.0300,7.119,0.900,1.000,3.50,4.00,0.00
2016-01-02-483,0.75,1,0.450,5.50,0.300,0.0300,0.672,0.000,0.600,0.00,10.00,0.00
2016-01-02-484,0.75,-1,0.700,7.00,0.150,0.0300,13.290,0.700,0.700,6.50,7.00,0.50
2016-01-02-485,0.75,1,0.450,4.50,0.150,0.0000,27.687,0.400,0.450,4.00,4.50,1.50
2016-01-02-486,0.75,-1,0.600,1.00,0.300,0.0150,30.839,0.550,0.700,1.00,1.00,1.25
2016-01-02-487,0.75,1,0.350,6.00,0.050,0.0300,46.695,0.350,0.350,6.00,6.00,2.50
2016-01-02-488,0.75,1,0.300,4.50,0.200,0.0000,12.319,0.300,0.350,4.00,4.50,0.50
2016-01-02-489,0.75,1,0.350,5.50,0.100,0.0300,31.572,0.350,0.350,5.50,5.50,0.75
2016-01-02-490,0.75,-1,0.450,5.50,-0.050,0.0000,57.287,0.450,0.450,5.50,5.50,1.00
2016-01-02-491,0.75,1,0.350,4.50,-0.250,-0.0150,65.737,0.350,0.350,4.50,4.50,0.75
2016-01-02-492,0.75,-1,0.800,4.00,-0.050,0.0000,26.795,0.800,0.800,3.50,4.00,0.00
2016-01-02-493,0.75,-1,1.000,3.50,0.050,-0.0150,10.717,0.000,1.000,0.00,10.00,3.00
2016-01-02-494,0.75,-1,0.150,4.00,0.000,-0.0150,16.637,0.150,0.150,4.00,4.00,0.75
2016-01-02-495,0.75,-1,0.250,3.00,0.450,0.0300,-0.636,0.000,0.450,0.00,10.00,0.00
2016-01-02-496,0.75,1,0.350,4.50,0.000,0.0150,32.494,0.300,0.350,4.50,5.00,0.25
2016-01-02-497,0.75,1,0.450,7.00,0.200,0.0000,19.229,0.450,0.500,7.00,7.00,0.75
2016-01-02-498,0.75,1,0.250,6.00,-0.050,0.0300,12.146,0.250,0.300,5.50,6.50,1.00
2016-01-02-499,0.75,-1,0.350,6.00,-0.050,0.0300,39.250,0.300,0.450,5.50,6.50,1.50
2016-01-02-500,0.75,-1,0.400,5.50,-0.250,-0.0300,41.638,0.400,0.400,5.50,6.00,1.25
2016-01-02-501,0.75,-1,0.400,4.50,0.050,0.0150,58.268,0.400,0.400,4.50,4.50,1.25
2016-01-02-502,0.75,-1,0.350,6.00,0.050,0.0300,22.263,0.350,0.350,6.00,7.00,1.50
2016-01-02-503,0.75,1,0.400,6.50,0.000,0.0000,78.333,0.400,0.400,6.50,7.00,0.25
2016-01-02-504,0.75,1,0.350,4.50,0.000,0.0150,33.771,0.350,0.450,4.00,5.00,1.25
2016-01-02-505,0.75,-1,0.350,0.00,0.050,0.0000,-3.808,0.000,0.650,0.00,10.00,0.00
2016-01-02-506,0.75,1,0.450,3.50,0.150,0.0150,58.596,0.450,0.450,3.00,3.50,1.75
2016-01-02-507,0.75,1,0.300,5.00,0.000,-0.0150,48.976,0.300,0.300,4.50,5.00,0.75
2016-01-02-508,0.75,1,0.500,6.00,0.050,0.0300,63.634,0.450,0.550,6.00,6.00,1.50
2016-01-02-509,0.75,-1,0.400,5.00,0.000,-0.0150,47.443,0.350,0.400,5.00,5.50,1.00
2016-01-02-510,0.75,-1,0.400,5.00,-0.050,0.0150,59.870,0.400,0.400,5.00,5.00,0.25
2016-01-02-511,0.75,1,0.350,5.00,-0.050,0.0000,15.859,0.250,0.350,4.50,5.00,0.00
2016-01-02-512,0.75,-1,0.400,6.50,0.050,-0.0300,57.658,0.400,0.450,6.00,7.00,1.25
2016-01-02-513,0.75,1,0.350,6.00,0.150,0.0300,26.734,0.350,0.650,2.50,6.00,1.75
2016-01-02-514,0.75,-1,0.300,6.00,0.000,0.0000,31.442,0.300,0.400,5.50,7.50,0.50
2016-01-02-515,0.75,1,0.350,5.50,0.000,0.0000,61.047,0.350,0.450,5.00,5.50,0.75
2016-01-02-516,0.75,1,0.650,2.50,0.000,0.0150,15.839,0.450,0.750,2.50,3.50,1.75
2016-01-02-517,0.75,1,0.850,4.50,0.050,0.0150,73.812,0.850,0.850,4.50,4.50,1.00
2016-01-02-518,0.75,1,0.450,5.00,0.050,0.0300,27.586,0.400,0.450,4.50,5.00,0.75
2016-01-02-519,0.75,1,0.400,5.50,0.000,0.0000,61.889,0.400,0.400,5.50,5.50,0.00
2016-01-02-520,0.75,-1,0.450,5.00,-0.100,0.0000,35.086,0.450,0.500,4.50,7.50,1.75
2016-01-02-521,0.75,1,0.300,2.50,-0.250,-0.0150,51.865,0.300,0.450,2.50,6.50,1.50
2016-01-02-522,0.75,-1,0.450,4.50,0.000,0.0150,27.581,0.400,0.450,4.50,4.50,0.25
2016-01-02-523,0.75,-1,0.450,5.50,0.000,-0.0150,49.023,0.450,0.450,5.50,5.50,0.00
2016-01-02-524,0.75,-1,0.200,3.00,-0.050,-0.0150,16.156,0.200,0.200,3.00,3.00,0.75
2016-01-02-525,0.75,-1,0.300,4.50,0.050,0.0150,28.135,0.250,0.350,4.00,5.50,0.50
2016-01-02-526,0.75,1,0.300,4.00,0.000,0.0000,45.708,0.250,0.300,4.00,5.50,1.00
2016-01-02-527,0.75,-1,0.300,10.00,-0.150,-0.0300,6.876,0.300,0.450,3.50,10.00,1.25
2016-01-02-528,0.75,-1,0.350,5.00,0.000,0.0150,49.784,0.350,0.350,5.00,5.00,0.75
2016-01-02-529,0.75,-1,0.400,5.50,0.000,0.0000,62.834,0.400,0.400,5.50,6.00,0.00
2016-01-02-530,0.75,1,0.350,6.50,-0.050,-0.0150,44.748,0.350,0.400,6.00,6.50,0.75
2016-01-02-531,0.75,-1,0.350,5.50,-0.050,-0.0150,55.654,0.350,0.400,5.00,6.00,0.25
2016-01-02-532,0.75,1,0.450,3.50,0.050,0.0300,8.831,0.150,0.600,1.50,4.50,0.50
2016-01-02-533,0.75,-1,0.050,9.50,0.050,-0.0150,2.994,0.050,0.750,1.50,10.00,0.25
2016-01-02-534,0.75,1,0.500,4.00,0.000,0.0000,32.768,0.450,0.500,4.00,4.50,1.25
2016-01-02-535,0.75,1,1.000,4.00,-0.200,0.0150,35.606,0.750,1.000,2.50,4.50,2.00
2016-01-02-536,0.75,1,0.400,6.00,-0.050,-0.0150,42.881,0.400,0.400,6.00,6.00,0.00
2016-01-02-537,0.75,-1,0.350,5.50,-0.050,0.0150,32.505,0.350,0.350,5.50,5.50,0.00
2016-01-02-538,0.75,1,0.400,4.00,0.000,0.0000,20.218,0.300,0.450,3.50,4.50,1.00
2016-01-02-539,0.75,1,0.100,5.00,0.150,0.0000,3.399,0.050,1.000,0.00,10.00,0.00
2016-01-02-540,0.75,-1,0.450,3.00,-0.100,0.0000,14.663,0.350,0.450,2.00,3.00,0.75
2016-01-02-541,0.75,-1,0.150,0.50,0.050,0.0150,3.632,0.000,1.000,0.00,10.00,0.00
2016-01-02-542,0.75,-1,0.400,4.00,-0.100,0.0300,7.593,0.150,0.900,2.50,8.50,2.25
2016-10-28-1,0.75,-1,0.350,5.00,-0.050,0.0300,33.490,0.350,0.350,5.00,5.00,0.75
2016-10-28-2,0.75,-1,0.350,5.00,0.000,0.0000,23.038,0.350,0.350,5.00,5.50,0.50
2016-10-28-3,0.75,1,0.400,4.00,-0.050,-0.0150,37.063,0.400,0.400,4.00,4.50,0.00
2016-10-28-4,0.75,1,0.500,7.00,-0.050,0.0300,17.605,0.400,0.550,6.50,9.50,0.00
2016-10-28-5,0.75,-1,0.100,4.00,0.150,-0.0150,8.414,0.050,0.250,0.00,7.50,0.75
2016-10-28-6,0.75,1,0.400,6.50,0.150,0.0150,44.720,0.400,0.400,6.50,6.50,0.75
2016-10-28-7,0.75,1,0.400,5.00,0.000,0.0000,25.541,0.400,0.400,5.00,5.00,0.00
2016-10-28-8,0.75,-1,0.400,5.00,0.000,-0.0300,35.163,0.400,0.400,5.00,5.00,0.75
2016-10-28-9,0.75,1,0.000,0.00,-0.550,-0.0300,-0.827,0.000,0.450,0.00,10.00,0.25
2016-10-28-10,0.75,-1,0.400,8.50,0.050,0.0300,17.572,0.400,0.400,8.00,9.00,0.00
2016-10-28-11,0.75,-1,0.400,3.50,0.000,0.0000,34.267,0.400,0.400,3.50,4.00,0.50
2016-10-28-12,0.75,1,0.400,5.00,-0.050,0.0000,30.267,0.400,0.400,4.50,5.00,1.00
2016-10-28-13,0.75,1,0.450,4.50,0.050,0.0000,32.423,0.400,0.500,4.00,5.00,0.00
2016-10-28-14,0.75,-1,0.350,6.50,0.100,-0.0150,26.970,0.350,0.350,6.00,6.50,0.50
2016-10-28-15,0.75,-1,0.400,4.50,0.000,0.0000,25.236,0.400,0.500,4.00,4.50,1.00
2016-10-28-16,0.75,-1,0.450,4.50,0.100,-0.0300,23.407,0.450,0.600,4.00,4.50,0.75
2016-10-28-17,0.75,1,0.400,4.50,-0.150,0.0000,33.540,0.400,0.400,4.00,4.50,0.00
2016-10-28-18,0.75,-1,0.550,4.00,0.000,0.0300,29.932,0.350,0.600,4.00,4.50,2.50
2016-10-28-19,0.75,1,0.400,5.00,-0.100,0.0000,60.417,0.350,0.400,4.50,5.00,1.00
2016-10-28-20,0.75,-1,0.500,4.50,0.250,0.0000,23.402,0.500,0.550,4.50,4.50,1.25
2016-10-28-21,0.75,1,0.400,4.50,0.150,0.0300,42.467,0.400,0.400,4.50,4.50,1.00
2016-10-28-22,0.75,-1,0.450,7.00,-0.300,0.0300,19.256,0.450,0.600,4.50,7.50,1.75
2016-10-28-23,0.75,-1,0.450,5.00,0.050,0.0000,68.039,0.450,0.450,5.00,5.00,1.50
2016-10-28-24,0.75,1,0.450,5.00,0.000,0.0300,55.638,0.450,0.450,5.00,5.00,0.75
2016-10-28-25,0.75,1,0.400,4.50,-0.100,0.0150,44.080,0.400,0.400,4.50,4.50,1.25
2016-10-28-26,0.75,1,0.350,5.50,0.100,0.0000,36.663,0.350,0.450,5.00,5.50,1.50
2016-10-28-27,0.75,-1,0.300,4.00,-0.100,0.0000,40.961,0.300,0.500,2.00,4.50,1.50
2016-10-28-28,0.75,1,0.350,6.00,-0.050,0.0300,36.917,0.350,0.400,5.50,6.00,0.50
2016-10-28-29,0.75,-1,0.350,5.00,-0.200,0.0150,9.869,0.300,0.350,5.00,6.00,0.00
2016-10-28-30,0.75,1,0.200,4.50,-0.050,-0.0150,21.151,0.200,0.200,4.50,4.50,0.25
2016-10-28-31,0.75,1,0.250,2.50,-0.100,0.0150,-5.379,0.050,0.300,2.00,4.00,0.25
2016-10-28-32,0.75,1,0.400,2.00,0.050,0.0000,43.840,0.350,0.450,2.00,2.00,0.00
2016-10-28-33,0.75,-1,0.450,4.50,-0.150,0.0000,46.073,0.400,0.450,4.50,5.00,1.25
2016-10-28-34,0.75,-1,1.000,4.00,-0.050,-0.0300,28.637,0.950,1.000,4.00,4.50,3.00
2016-10-28-35,0.75,-1,0.550,4.00,0.150,0.0300,20.742,0.550,0.550,3.50,4.00,0.00
2016-10-28-36,0.75,1,0.350,3.00,0.150,0.0150,57.890,0.350,0.350,3.00,3.00,0.75
2016-10-28-37,0.75,-1,0.600,5.00,0.000,-0.0300,35.938,0.600,0.600,5.00,5.00,2.25
2016-10-28-38,0.75,1,0.500,4.50,-0.150,-0.0150,62.739,0.500,0.550,4.50,4.50,1.00
2016-10-28-39,0.75,1,0.450,5.50,0.000,-0.0150,43.950,0.450,0.450,5.50,5.50,1.25
2016-10-28-40,0.75,-1,0.350,8.00,-0.100,-0.0300,23.813,0.250,0.350,7.50,8.00,0.50
2016-10-28-41,0.75,-1,0.400,4.50,0.000,0.0000,27.598,0.400,0.400,4.00,5.00,0.75
2016-10-28-42,0.75,-1,0.550,4.00,-0.150,-0.0150,28.476,0.550,0.550,4.00,4.00,0.00
2016-10-28-43,0.75,1,0.450,4.50,0.000,-0.0300,18.865,0.350,0.450,4.00,5.50,1.00
2016-10-28-44,0.75,1,1.000,1.50,0.000,0.0150,7.284,0.600,1.000,1.00,3.00,1.75
2016-10-28-45,0.75,1,0.100,5.50,-0.100,0.0000,15.867,0.100,0.100,5.50,5.50,0.50
2016-10-28-46,0.75,-1,0.000,0.00,0.250,0.0300,0.080,0.000,0.200,0.00,10.00,0.00
2016-10-28-47,0.75,-1,0.500,5.50,0.000,0.0000,50.802,0.500,0.600,4.50,5.50,1.75
2016-10-28-48,0.75,-1,0.300,2.50,0.000,0.0000,9.546,0.300,0.300,2.50,2.50,0.75
2016-10-28-49,0.75,1,0.300,2.50,-0.050,-0.0150,26.582,0.300,0.350,2.50,2.50,1.00
2016-10-28-50,0.75,1,1.000,0.50,0.050,-0.0300,26.482,0.150,1.000,0.50,2.00,0.50
2016-10-28-51,0.75,1,0.200,0.00,0.000,0.0150,0.563,0.000,1.000,0.00,10.00,0.00
2016-10-28-52,0.75,1,0.250,3.00,-0.100,-0.0150,52.944,0.250,0.300,2.50,3.00,0.75
2016-10-28-53,0.75,-1,1.000,2.50,0.000,0.0000,112.186,0.950,1.000,2.50,3.00,2.00
2016-10-28-54,0.75,-1,0.400,5.50,0.000,0.0000,38.267,0.400,0.400,5.50,6.00,1.25
2016-10-28-55,0.75,-1,0.250,4.50,0.000,-0.0150,27.169,0.250,0.250,4.50,4.50,1.75
2016-10-28-56,0.75,-1,0.300,3.00,0.000,0.0000,21.929,0.300,0.300,3.00,3.00,0.50
2016-10-28-57,0.75,1,0.400,6.50,0.050,0.0150,62.497,0.400,0.400,6.50,6.50,0.00
2016-10-28-58,0.75,1,0.450,4.50,0.000,0.0000,94.231,0.450,0.450,4.50,4.50,1.00
2016-10-28-59,0.75,-1,0.400,5.00,0.000,-0.0150,29.054,0.400,0.400,5.00,5.50,0.75
2016-10-28-60,0.75,-1,0.450,5.50,0.000,-0.0150,36.950,0.400,0.450,4.50,6.00,1.00
2016-10-28-61,0.75,1,0.450,5.00,0.000,-0.0150,30.525,0.450,0.550,4.50,5.00,1.00
2016-10-28-62,0.75,1,0.300,2.50,0.000,0.0000,38.892,0.150,0.300,2.50,4.50,0.75
2016-10-28-63,0.75,1,0.200,5.50,-0.100,-0.0300,23.215,0.150,0.250,5.00,7.00,0.75
2016-10-28-64,0.75,1,0.550,3.00,-0.050,-0.0150,24.559,0.500,0.950,2.00,3.00,1.25
2016-10-28-65,0.75,1,0.400,6.00,-0.050,0.0000,54.112,0.400,0.400,5.50,6.00,0.50
2016-10-28-66,0.75,-1,0.650,6.00,0.000,-0.0150,43.554,0.600,0.650,5.50,6.50,3.00
2016-10-28-67,0.75,-1,0.350,5.50,-0.050,0.0000,54.946,0.350,0.350,5.00,5.50,0.75
2016-10-28-68,0.75,-1,0.400,4.50,-0.050,0.0150,55.998,0.400,0.500,4.50,5.50,0.50
2016-10-28-69,0.75,1,0.450,5.00,-0.050,0.0000,22.998,0.450,0.500,4.50,5.00,0.50
2016-10-28-70,0.75,-1,0.350,8.00,-0.050,0.0000,25.411,0.350,0.350,7.50,8.00,0.00
2016-10-28-71,0.75,-1,0.400,5.00,0.050,-0.0150,38.037,0.350,0.400,5.00,5.50,0.50
2016-10-28-72,0.75,1,0.350,6.00,0.000,-0.0150,48.551,0.350,0.350,6.00,6.00,1.25
2016-10-28-73,0.75,1,0.400,6.00,0.000,0.0000,46.730,0.400,0.400,6.00,6.50,0.50
2016-10-28-74,0.75,1,0.400,5.50,0.000,-0.0150,30.525,0.300,0.450,4.50,5.50,1.50
2016-10-28-75,0.75,-1,0.250,2.50,-0.050,0.0150,17.655,0.250,0.300,1.50,3.00,1.00
2016-10-28-76,0.75,-1,0.400,6.00,-0.100,-0.0150,45.437,0.400,0.450,5.50,6.00,1.00
2016-10-28-77,0.75,1,0.400,4.50,0.050,0.0150,15.866,0.350,0.400,4.50,5.00,0.00
2016-10-28-78,0.75,-1,0.450,1.50,0.050,0.0000,17.035,0.400,0.600,1.00,1.50,1.00
2016-10-28-79,0.75,1,0.400,5.00,0.150,0.0150,64.645,0.400,0.400,5.00,5.00,0.75
2016-10-28-80,0.75,1,0.400,5.00,0.000,0.0000,64.139,0.350,0.400,5.00,5.50,0.75
2016-10-28-81,0.75,1,0.450,5.50,0.000,-0.0150,57.270,0.450,0.450,5.50,5.50,0.75
2016-10-28-82,0.75,-1,0.200,4.50,0.000,0.0000,16.345,0.000,0.300,0.00,10.00,0.50
2016-10-28-83,0.75,-1,0.400,5.50,0.000,0.0000,60.499,0.400,0.400,5.50,5.50,0.75
2016-10-28-84,0.75,1,0.200,2.00,0.000,0.0000,39.945,0.150,0.300,1.50,3.00,1.00
2016-10-28-85,0.75,1,0.400,5.50,0.050,0.0150,39.192,0.400,0.400,5.50,5.50,1.00
2016-10-28-86,0.75,1,0.400,7.00,0.000,-0.0150,19.209,0.350,0.400,5.50,8.00,0.00
2016-10-28-87,0.75,-1,0.750,2.50,-0.250,-0.0300,15.853,0.700,0.800,2.50,2.50,0.75
2016-10-28-88,0.75,-1,0.550,6.50,0.000,-0.0300,55.159,0.550,0.550,6.50,7.00,1.25
2016-10-28-89,0.75,1,0.300,6.00,0.050,0.0000,40.201,0.300,0.300,6.00,6.50,0.75
2016-10-28-90,0.75,1,0.700,5.50,0.150,0.0000,37.284,0.700,0.700,4.50,6.50,0.00
2016-10-28-91,0.75,1,0.900,8.00,0.050,-0.0300,16.344,0.850,0.900,7.50,8.50,0.00
2016-10-28-92,0.75,-1,0.350,5.00,0.000,-0.0150,50.440,0.250,0.400,4.00,8.00,1.75
2016-10-28-93,0.75,1,0.150,2.00,-0.150,-0.0150,39.111,0.150,0.150,2.00,2.00,1.50
2016-10-28-94,0.75,-1,0.350,5.50,0.050,0.0150,29.682,0.350,0.650,2.50,6.50,0.50
2016-10-28-95,0.75,1,0.600,1.50,-0.300,-0.0300,6.649,0.050,0.650,0.00,2.50,0.00
2016-10-28-96,0.75,-1,0.700,2.00,0.000,0.0000,25.437,0.550,1.000,1.50,2.00,1.00
