name,width_depleted,orientation,critical_depth,width_max,offset,tilt,gain,critical_depth_min,critical_depth_max,width_max_min,width_max_max,width_depleted_preferred
2016-01-02-154,0.75,1,1.000,4.00,0.100,0.0000,129.504,1.000,1.000,4.00,4.00,3.00
2016-01-02-155,0.75,-1,0.250,3.50,0.200,-0.0300,-6.557,0.200,0.350,2.50,4.00,0.00
2016-01-02-156,0.75,-1,0.500,5.00,0.150,0.0150,40.427,0.400,0.500,5.00,5.00,2.25
2016-01-02-157,0.75,1,0.550,7.00,-0.150,-0.0300,25.906,0.350,0.650,5.00,7.00,1.25
2016-01-02-158,0.75,-1,0.350,7.00,0.100,0.0000,60.273,0.350,0.350,7.00,7.00,1.50
2016-01-02-159,0.75,-1,0.450,4.50,0.000,0.0000,45.746,0.450,0.450,4.50,4.50,0.75
2016-01-02-160,0.75,1,0.200,5.50,-0.050,0.0000,34.384,0.200,0.200,5.50,5.50,0.25
2016-01-02-161,0.75,-1,0.600,1.50,-0.100,-0.0150,20.897,0.600,0.600,1.50,1.50,0.50
2016-01-02-162,0.75,-1,0.350,6.50,-0.100,-0.0150,49.635,0.350,0.600,3.50,6.50,1.00
2016-01-02-163,0.75,1,0.350,6.50,-0.050,-0.0150,26.553,0.350,0.350,6.00,6.50,1.00
2016-01-02-164,0.75,-1,0.250,5.50,-0.200,0.0300,18.578,0.250,0.500,3.00,5.50,1.25
2016-01-02-165,0.75,1,0.550,5.50,-0.100,-0.0150,87.450,0.550,0.550,5.50,5.50,1.75
2016-01-02-166,0.75,-1,0.350,5.50,0.050,0.0000,19.467,0.350,0.350,5.00,5.50,0.50
2016-01-02-167,0.75,-1,0.300,2.50,0.100,0.0000,12.052,0.050,0.650,2.00,10.00,2.50
2016-01-02-168,0.75,-1,0.100,2.00,0.100,0.0300,-1.575,0.000,0.300,0.00,10.00,0.00
2016-01-02-169,0.75,-1,0.400,6.00,-0.100,0.0150,67.809,0.400,0.400,6.00,6.00,1.25
2016-01-02-170,0.75,-1,0.450,6.00,0.050,-0.0300,58.744,0.450,0.450,6.00,6.00,1.00
2016-01-02-171,0.75,-1,0.600,3.00,-0.150,0.0300,18.334,0.600,0.600,3.00,3.00,1.50
2016-01-02-172,0.75,1,0.450,4.00,-0.200,-0.0150,5.571,0.250,1.000,1.00,10.00,0.25
2016-01-02-173,0.75,-1,0.300,3.50,-0.050,-0.0150,43.140,0.300,0.300,3.50,3.50,0.75
2016-01-02-174,0.75,1,0.550,3.50,0.600,0.0300,27.584,0.400,0.550,3.50,4.50,1.75
2016-01-02-175,0.75,-1,0.300,7.50,-0.150,-0.0300,29.520,0.300,0.300,7.50,7.50,0.25
2016-01-02-176,0.75,1,0.500,5.00,-0.450,-0.0300,12.739,0.100,0.550,5.00,6.50,1.00
2016-01-02-177,0.75,1,0.400,5.00,-0.100,0.0300,31.122,0.400,0.400,5.00,5.00,2.00
2016-01-02-178,0.75,-1,0.350,8.00,-0.400,0.0000,11.020,0.300,0.700,0.00,10.00,0.00
2016-01-02-179,0.75,-1,0.450,5.50,0.050,-0.0300,40.330,0.350,0.450,5.50,6.50,0.50
2016-01-02-180,0.75,-1,0.050,1.00,-0.150,-0.0150,0.797,0.000,0.300,0.00,10.00,0.25
2016-01-02-181,0.75,-1,0.650,4.00,-0.200,-0.0300,48.436,0.650,0.650,3.50,4.00,0.75
2016-01-02-182,0.75,1,0.250,4.00,0.600,0.0150,9.580,0.150,0.250,4.00,6.00,0.25
2016-01-02-183,0.75,-1,0.350,6.50,-0.150,0.0300,34.644,0.350,0.350,6.50,6.50,0.00
2016-01-02-184,0.75,1,0.350,5.50,-0.300,0.0150,66.428,0.350,0.350,5.50,5.50,1.25
2016-01-02-185,0.75,1,0.900,0.00,0.000,0.0300,16.251,0.200,0.900,0.00,3.50,0.25
2016-01-02-186,0.75,1,0.800,3.00,-0.100,0.0300,50.933,0.800,0.800,3.00,3.00,0.50
2016-01-02-187,0.75,-1,0.150,6.50,-0.050,0.0000,28.609,0.150,0.400,5.00,6.50,1.25
2016-01-02-188,0.75,1,0.450,5.00,-0.400,0.0300,41.498,0.450,0.600,4.50,5.00,1.00
2016-01-02-189,0.75,-1,0.600,2.50,0.200,-0.0300,13.858,0.600,0.650,1.50,4.50,1.25
2016-01-02-190,0.75,1,0.450,8.00,-0.100,0.0150,22.589,0.400,0.450,7.50,8.00,0.50
2016-01-02-191,0.75,1,0.550,2.50,-0.300,0.0300,10.000,0.250,0.850,1.50,6.50,0.50
2016-01-02-192,0.75,-1,0.250,10.00,-0.200,0.0300,0.617,0.250,0.250,8.50,10.00,0.00
2016-01-02-193,0.75,1,0.400,5.50,0.050,0.0300,49.641,0.400,0.400,5.50,5.50,1.50
2016-01-02-194,0.75,-1,0.400,3.00,-0.050,0.0000,32.495,0.250,0.400,2.50,4.50,0.00
2016-01-02-195,0.75,-1,0.400,5.50,-0.200,0.0300,52.061,0.400,0.550,3.50,6.00,1.00
2016-01-02-196,0.75,1,0.500,5.00,0.050,0.0150,36.367,0.500,0.500,5.00,5.50,0.00
2016-01-02-197,0.75,-1,0.450,5.00,0.000,0.0300,17.262,0.400,0.500,5.00,6.50,0.00
2016-01-02-198,0.75,-1,0.350,2.50,-0.400,-0.0300,11.818,0.150,0.400,2.00,3.50,0.75
2016-01-02-199,0.75,1,0.400,4.00,0.200,-0.0300,-33.889,0.200,0.450,3.00,8.00,0.00
2016-01-02-200,0.75,1,0.400,7.50,-0.250,0.0300,10.681,0.400,0.400,7.50,7.50,1.25
2016-01-02-201,0.75,1,0.400,4.00,0.200,0.0300,7.392,0.350,0.450,4.00,4.00,0.75
2016-01-02-202,0.75,-1,0.300,4.50,0.000,0.0000,30.899,0.300,0.300,4.50,4.50,1.75
2016-01-02-203,0.75,1,0.550,5.50,-0.200,-0.0150,42.385,0.550,0.600,5.00,5.50,1.75
2016-01-02-204,0.75,1,0.450,6.50,0.200,0.0300,24.613,0.450,0.550,4.00,6.50,1.50
2016-01-02-205,0.75,-1,0.400,6.50,-0.400,-0.0300,27.902,0.400,0.400,6.50,6.50,0.75
2016-01-02-206,0.75,1,0.050,10.00,-0.150,0.0150,-5.398,0.000,0.150,0.00,10.00,0.50
2016-01-02-207,0.75,-1,0.200,2.00,-0.400,0.0300,5.358,0.050,0.300,0.00,9.50,0.00
2016-01-02-208,0.75,1,0.500,5.50,0.050,0.0000,39.756,0.400,0.500,5.50,6.50,1.00
2016-01-02-209,0.75,1,0.400,1.50,-0.350,0.0150,4.661,0.150,0.600,1.50,5.50,0.00
2016-01-02-210,0.75,1,0.600,0.50,0.500,0.0300,7.781,0.150,0.900,0.00,5.00,1.00
2016-01-02-211,0.75,1,0.450,4.00,0.250,-0.0300,19.502,0.450,0.450,4.00,4.00,0.50
2016-01-02-212,0.75,-1,0.550,4.00,0.050,0.0000,93.276,0.550,0.550,4.00,4.00,0.75
2016-01-02-213,0.75,-1,0.050,4.50,-0.250,0.0300,1.597,0.000,0.150,0.00,10.00,1.75
2016-01-02-214,0.75,-1,0.500,5.00,0.100,0.0000,76.936,0.500,0.550,5.00,5.00,0.75
2016-01-02-215,0.75,1,0.550,0.00,0.600,0.0300,4.092,0.500,0.550,0.00,3.00,0.00
2016-01-02-216,0.75,1,0.400,4.50,0.250,0.0000,44.281,0.350,0.450,4.00,4.50,1.00
2016-01-02-217,0.75,1,0.650,4.00,-0.050,0.0300,33.984,0.650,0.850,2.50,4.00,1.25
2016-01-02-218,0.75,-1,0.200,7.00,-0.100,0.0300,26.674,0.200,0.450,3.50,7.00,1.25
2016-01-02-219,0.75,-1,0.700,0.00,-0.150,-0.0150,3.564,0.550,0.750,0.00,0.00,0.75
2016-01-02-220,0.75,-1,0.550,8.50,-0.150,-0.0300,7.511,0.550,0.600,4.00,8.50,0.50
2016-01-02-221,0.75,-1,0.350,7.50,-0.150,0.0150,45.785,0.350,0.350,7.50,7.50,0.75
2016-01-02-222,0.75,1,0.550,3.50,-0.100,0.0150,26.868,0.550,0.550,3.50,4.00,1.25
2016-01-02-223,0.75,1,0.550,6.50,-0.100,0.0150,32.721,0.450,0.550,6.00,7.50,0.50
2016-01-02-224,0.75,-1,0.650,4.00,-0.400,-0.0150,14.480,0.450,0.650,4.00,5.50,2.25
2016-01-02-225,0.75,1,0.850,6.00,0.200,0.0000,27.618,0.750,0.850,5.50,6.00,0.50
2016-01-02-226,0.75,1,0.700,1.00,-0.100,-0.0150,12.559,0.450,0.750,1.00,2.50,1.00
2016-01-02-227,0.75,1,0.450,5.50,-0.050,0.0150,60.616,0.450,0.450,5.50,5.50,0.25
2016-01-02-228,0.75,1,1.000,1.50,0.500,-0.0300,26.405,0.700,1.000,1.50,2.00,1.50
2016-01-02-229,0.75,-1,0.550,3.00,-0.100,0.0000,43.596,0.500,0.550,3.00,5.50,1.25
2016-01-02-230,0.75,-1,0.100,10.00,0.600,-0.0300,1.809,0.050,0.450,3.50,10.00,0.00
2016-01-02-231,0.75,1,0.100,10.00,0.000,-0.0300,3.016,0.050,0.150,3.00,10.00,0.75
2016-01-02-232,0.75,1,0.850,6.00,-0.450,0.0150,6.863,0.850,0.850,6.00,6.00,0.50
2016-01-02-233,0.75,-1,0.350,6.00,0.000,0.0000,37.261,0.350,0.450,4.50,6.50,0.50
2016-01-02-234,0.75,1,0.750,6.00,-0.200,0.0300,13.680,0.700,0.750,6.00,7.00,0.75
2016-01-02-235,0.75,-1,0.750,3.50,-0.300,0.0150,25.048,0.750,0.750,3.00,3.50,0.50
2016-01-02-236,0.75,1,0.200,3.00,-0.100,0.0300,4.250,0.150,0.250,2.50,4.50,1.00
2016-01-02-237,0.75,1,0.550,3.50,-0.600,0.0300,18.153,0.500,0.550,3.50,4.00,0.00
2016-01-02-238,0.75,1,0.750,4.00,-0.300,-0.0150,9.573,0.400,1.000,3.00,5.00,0.00
2016-01-02-239,0.75,-1,0.300,4.00,0.000,0.0150,35.988,0.300,0.300,3.50,4.50,1.00
2016-01-02-240,0.75,-1,0.700,4.00,-0.300,0.0150,14.542,0.650,0.700,4.00,4.00,0.75
2016-01-02-241,0.75,-1,0.150,5.00,-0.100,-0.0300,7.581,0.150,0.250,2.50,5.50,0.75
2016-01-02-242,0.75,-1,0.400,2.00,-0.250,-0.0300,8.953,0.250,0.400,2.00,3.00,0.50
2016-01-02-243,0.75,-1,0.750,8.00,0.300,0.0300,11.522,0.500,0.800,7.50,10.00,1.00
2016-01-02-244,0.75,-1,0.350,3.00,0.000,-0.0300,12.642,0.350,0.350,3.00,3.00,0.00
2016-01-02-245,0.75,-1,0.300,4.50,0.050,-0.0150,19.086,0.250,0.300,4.00,5.50,0.50
2016-01-02-246,0.75,-1,0.250,6.50,0.550,-0.0300,16.639,0.250,0.250,6.50,7.00,1.00
2016-01-02-247,0.75,1,0.150,5.00,0.500,0.0300,3.940,0.050,0.400,2.50,10.00,0.50
2016-01-02-248,0.75,-1,0.600,3.00,-0.050,0.0150,30.328,0.550,0.650,2.50,3.50,2.00
2016-01-02-249,0.75,-1,0.900,1.00,0.100,-0.0300,7.103,0.450,1.000,0.50,2.50,1.00
2016-01-02-250,0.75,1,0.400,2.00,0.150,-0.0300,-2.276,0.000,1.000,0.00,10.00,0.00
2016-01-02-251,0.75,1,0.350,5.00,-0.400,0.0300,6.833,0.150,0.350,2.50,5.00,1.50
2016-01-02-252,0.75,1,0.700,2.50,-0.050,-0.0300,8.057,0.600,0.700,2.50,2.50,1.50
2016-01-02-253,0.75,1,0.300,3.00,0.300,0.0000,8.766,0.300,0.300,3.00,3.00,1.25
2016-01-02-254,0.75,1,0.400,6.00,0.000,0.0000,61.883,0.400,0.400,6.00,6.00,0.75
2016-01-02-255,0.75,1,0.100,1.00,0.600,0.0300,10.082,0.100,0.400,1.00,8.50,0.25
2016-01-02-256,0.75,-1,0.450,9.50,0.550,-0.0150,43.220,0.450,0.450,9.50,9.50,2.00
2016-01-02-257,0.75,1,0.450,5.00,0.050,0.0150,45.742,0.400,0.450,5.00,5.50,1.25
2016-01-02-258,0.75,1,0.250,9.50,0.100,0.0000,6.154,0.250,0.300,9.00,10.00,0.00
2016-01-02-259,0.75,1,0.300,6.50,-0.550,0.0300,24.018,0.250,0.350,5.50,7.00,1.00
2016-01-02-260,0.75,-1,0.450,6.00,0.000,0.0000,46.518,0.350,0.450,5.50,6.50,0.50
2016-01-02-261,0.75,-1,0.500,5.50,-0.050,-0.0150,17.552,0.500,0.550,5.00,6.00,0.75
2016-01-02-262,0.75,-1,0.700,3.00,0.200,0.0300,5.908,0.700,0.750,3.00,3.50,0.00
2016-01-02-263,0.75,-1,0.250,3.50,-0.050,0.0300,62.731,0.250,0.500,3.50,5.00,1.00
2016-01-02-264,0.75,-1,0.350,5.00,0.000,0.0000,79.205,0.350,0.450,4.50,5.00,0.75
2016-01-02-265,0.75,-1,0.600,5.00,-0.050,0.0150,65.899,0.600,0.600,5.00,5.00,0.75
2016-01-02-266,0.75,-1,0.350,4.00,0.000,0.0000,46.051,0.350,0.400,3.50,4.50,0.00
2016-01-02-267,0.75,-1,0.450,3.50,0.100,-0.0300,56.053,0.450,0.450,3.50,3.50,1.25
2016-01-02-268,0.75,-1,0.450,5.00,0.100,-0.0300,23.209,0.400,0.450,5.00,5.50,0.00
2016-01-02-269,0.75,-1,0.150,3.00,0.050,0.0000,12.334,0.150,0.150,0.50,3.00,0.25
2016-01-02-270,0.75,1,0.700,0.50,0.200,0.0300,7.646,0.150,0.700,0.00,0.50,0.00
2016-01-02-271,0.75,1,0.150,1.50,0.350,0.0300,-3.122,0.000,0.300,0.00,10.00,0.00
2016-01-02-272,0.75,1,0.450,5.00,0.000,0.0000,43.594,0.400,0.450,4.50,5.00,1.75
2016-01-02-273,0.75,-1,0.350,0.50,-0.200,-0.0300,8.215,0.250,0.500,0.00,2.50,0.25
2016-01-02-274,0.75,1,0.150,5.00,-0.100,-0.0150,37.883,0.150,0.200,3.50,5.50,1.25
2016-01-02-275,0.75,-1,0.400,6.00,0.000,0.0000,39.141,0.400,0.400,5.50,6.00,0.50
2016-01-02-276,0.75,-1,0.300,0.00,-0.300,0.0000,8.073,0.250,0.300,0.00,0.00,0.25
2016-01-02-277,0.75,1,0.050,4.50,-0.450,-0.0300,0.554,0.000,0.650,0.00,10.00,0.50
2016-01-02-278,0.75,-1,0.150,7.50,0.100,0.0000,14.287,0.150,0.200,6.50,8.00,0.75
2016-01-02-279,0.75,-1,0.550,5.00,-0.250,-0.0300,35.080,0.550,0.750,4.00,5.50,2.25
2016-01-02-280,0.75,-1,0.600,3.00,0.050,-0.0150,21.618,0.400,0.600,3.00,4.00,0.00
2016-01-02-281,0.75,-1,0.300,7.50,-0.050,-0.0300,23.888,0.300,0.350,6.50,8.00,0.50
2016-01-02-282,0.75,1,0.000,0.00,-0.300,0.0000,-6.251,0.000,0.200,0.00,10.00,0.00
2016-01-02-283,0.75,-1,0.900,3.50,-0.450,-0.0300,8.578,0.850,0.900,3.00,3.50,0.00
2016-01-02-284,0.75,1,0.850,5.00,0.550,-0.0150,28.706,0.850,0.850,5.00,5.00,3.00
2016-01-02-285,0.75,-1,0.100,2.00,0.600,0.0300,6.450,0.000,0.200,0.00,10.00,0.50
2016-01-02-286,0.75,-1,0.600,5.50,0.050,0.0300,19.742,0.600,0.600,5.50,5.50,1.25
2016-01-02-287,0.75,-1,0.350,5.50,0.050,0.0150,34.084,0.350,0.350,5.50,5.50,0.75
2016-01-02-288,0.75,-1,0.350,6.50,0.050,0.0300,14.198,0.350,0.350,6.50,7.00,0.50
2016-01-02-289,0.75,-1,0.750,2.00,-0.450,0.0300,-1.675,0.350,1.000,1.00,7.00,0.00
2016-01-02-290,0.75,-1,0.450,6.00,-0.150,0.0150,43.466,0.450,0.450,5.50,6.00,0.00
2016-01-02-291,0.75,1,0.250,8.00,0.050,0.0000,31.968,0.250,0.250,7.50,8.00,0.50
2016-01-02-292,0.75,1,0.400,5.00,0.000,0.0000,39.053,0.350,0.400,5.00,5.50,0.50
2016-01-02-293,0.75,1,0.250,4.50,0.000,0.0000,16.457,0.250,0.300,2.50,4.50,0.75
2016-01-02-294,0.75,1,0.450,7.00,0.300,0.0300,8.969,0.400,0.450,2.00,7.00,0.00
2016-01-02-295,0.75,-1,0.200,2.50,0.600,0.0300,17.721,0.150,0.350,2.00,3.50,0.75
2016-01-02-296,0.75,-1,0.500,5.50,-0.150,0.0300,38.334,0.450,0.550,5.50,6.50,0.25
2016-01-02-297,0.75,1,0.050,2.50,-0.050,0.0300,9.641,0.000,0.250,0.00,10.00,0.50
2016-01-02-298,0.75,-1,0.850,5.00,0.100,0.0300,28.953,0.800,0.900,5.00,5.00,0.00
2016-01-02-299,0.75,1,0.800,3.50,0.000,0.0150,38.161,0.800,1.000,3.00,3.50,2.25
2016-01-02-300,0.75,-1,0.650,0.50,-0.500,0.0300,14.557,0.550,0.700,0.00,1.00,0.50
2016-01-02-301,0.75,1,0.600,4.00,-0.200,-0.0150,29.135,0.550,0.800,3.50,6.00,0.25
2016-01-02-302,0.75,1,0.350,7.00,-0.450,-0.0300,25.253,0.350,0.350,7.00,7.00,1.75
2016-01-02-303,0.75,-1,0.850,2.00,-0.600,-0.0300,16.007,0.800,0.950,2.00,2.00,1.25
2016-01-02-304,0.75,-1,0.600,1.50,0.600,0.0150,11.781,0.050,0.650,1.50,10.00,0.75
2016-01-02-305,0.75,1,0.300,5.00,0.000,0.0300,29.283,0.300,0.500,4.00,5.50,1.50
2016-01-02-306,0.75,1,0.500,8.50,-0.200,0.0300,21.003,0.500,0.500,8.50,9.50,0.75
2016-01-02-307,0.75,1,0.200,4.00,-0.150,0.0300,21.625,0.200,0.200,4.00,4.00,1.25
2016-01-02-308,0.75,-1,0.800,0.00,0.600,0.0000,5.672,0.250,0.800,0.00,4.00,0.25
2016-01-02-309,0.75,-1,0.300,7.50,-0.250,-0.0300,23.150,0.300,0.400,7.00,10.00,1.25
2016-01-02-310,0.75,-1,0.900,3.00,0.100,-0.0300,23.016,0.900,0.900,3.00,3.00,0.75
2016-01-02-311,0.75,1,0.400,6.00,-0.100,0.0300,26.176,0.400,0.400,6.00,6.00,0.00
2016-01-02-312,0.75,-1,0.400,5.50,0.000,0.0000,59.827,0.400,0.400,5.50,5.50,0.75
2016-01-02-313,0.75,1,0.300,4.50,-0.200,0.0300,2.666,0.150,0.600,1.00,10.00,0.75
2016-01-02-314,0.75,-1,0.800,7.00,0.100,0.0300,21.493,0.800,0.800,7.00,7.00,0.50
2016-01-02-315,0.75,1,0.350,5.00,-0.100,0.0000,39.416,0.300,0.350,5.00,6.00,1.00
2016-01-02-316,0.75,1,0.350,1.00,0.450,0.0150,8.024,0.350,0.400,1.00,1.00,0.25
2016-01-02-317,0.75,-1,0.800,3.50,0.100,0.0000,26.693,0.650,0.850,3.50,3.50,1.00
2016-01-02-318,0.75,1,0.800,2.50,-0.550,0.0150,13.561,0.750,0.850,2.50,2.50,1.75
2016-01-02-319,0.75,-1,0.350,5.00,-0.100,0.0150,41.487,0.350,0.400,4.00,5.00,1.00
2016-01-02-320,0.75,-1,0.500,5.00,0.400,0.0000,22.374,0.300,0.550,5.00,5.50,0.00
2016-01-02-321,0.75,1,0.450,5.00,-0.050,0.0150,36.843,0.450,0.450,5.00,5.00,1.75
2016-01-02-322,0.75,-1,0.100,3.50,-0.150,0.0300,5.004,0.000,0.350,0.00,10.00,0.50
2016-01-02-323,0.75,-1,1.000,2.00,0.100,-0.0150,25.475,1.000,1.000,2.00,2.00,1.25
2016-01-02-324,0.75,-1,0.500,0.00,0.050,0.0000,6.802,0.050,1.000,0.00,9.50,0.25
2016-01-02-325,0.75,-1,0.350,8.00,-0.550,0.0000,-2.807,0.300,0.350,7.00,9.00,0.00
2016-01-02-326,0.75,-1,0.300,10.00,0.450,-0.0150,9.966,0.200,0.900,4.00,10.00,0.00
2016-01-02-327,0.75,-1,0.250,6.00,-0.050,0.0300,33.838,0.250,0.250,6.00,6.00,0.75
2016-01-02-328,0.75,-1,0.850,1.50,0.100,0.0300,19.548,0.850,0.900,1.50,1.50,1.75
2016-01-02-329,0.75,1,0.150,9.00,-0.400,0.0300,4.934,0.150,0.200,6.50,9.50,0.25
2016-01-02-330,0.75,-1,0.350,4.50,0.600,0.0300,9.852,0.350,0.350,4.50,5.00,0.50
2016-01-02-331,0.75,-1,0.350,3.50,0.000,0.0300,25.050,0.300,0.450,2.50,3.50,0.00
2016-01-02-332,0.75,-1,0.900,3.50,0.350,0.0300,7.841,0.850,0.900,3.50,4.00,1.00
2016-01-02-333,0.75,-1,0.750,3.00,0.150,0.0300,20.541,0.350,1.000,3.00,9.50,2.50
2016-01-02-334,0.75,-1,0.150,3.50,0.000,0.0150,14.935,0.150,0.600,1.50,3.50,1.00
2016-01-02-335,0.75,-1,0.000,0.00,0.100,-0.0150,2.020,0.000,0.600,0.00,10.00,0.00
2016-01-02-336,0.75,1,0.650,8.00,0.000,0.0300,29.346,0.600,0.700,4.00,9.50,0.50
2016-01-02-337,0.75,1,0.300,8.50,0.550,0.0150,2.365,0.000,0.300,0.00,10.00,0.25
2016-01-02-338,0.75,-1,0.000,0.00,0.300,0.0000,-2.425,0.000,0.050,0.00,10.00,0.50
2016-01-02-339,0.75,1,0.400,8.50,0.550,-0.0300,8.230,0.300,0.400,8.50,10.00,0.25
2016-01-02-340,0.75,-1,0.200,8.00,-0.300,0.0150,4.686,0.100,0.300,2.50,8.50,0.50
2016-01-02-341,0.75,1,0.250,5.00,0.550,0.0300,18.349,0.250,0.450,3.50,5.00,0.00
2016-01-02-342,0.75,-1,0.500,4.50,-0.200,0.0150,19.659,0.450,0.500,4.50,5.00,0.75
2016-01-02-343,0.75,-1,0.350,4.50,-0.050,-0.0150,15.145,0.350,0.350,4.50,4.50,1.25
2016-01-02-344,0.75,-1,0.450,5.00,-0.050,-0.0150,9.608,0.450,0.450,5.00,5.00,1.25
2016-01-02-345,0.75,1,0.400,5.50,0.350,0.0300,18.470,0.400,0.450,5.00,5.50,0.75
2016-01-02-346,0.75,-1,1.000,1.50,0.600,0.0150,7.345,0.650,1.000,1.50,1.50,1.50
2016-01-02-347,0.75,-1,0.400,10.00,0.200,0.0300,33.960,0.400,0.450,10.00,10.00,0.50
2016-01-02-348,0.75,-1,0.300,7.00,0.250,0.0300,33.762,0.300,0.300,7.00,7.00,0.00
2016-01-02-349,0.75,-1,0.600,6.50,0.250,0.0300,15.782,0.600,0.600,6.50,6.50,2.25
2016-01-02-350,0.75,1,0.550,3.50,0.100,0.0300,5.223,0.150,0.550,3.50,4.50,1.25
2016-01-02-351,0.75,1,0.450,6.50,-0.150,-0.0300,22.519,0.400,0.450,6.50,7.50,0.00
2016-01-02-352,0.75,-1,0.500,4.50,0.550,0.0300,21.763,0.450,0.500,4.50,6.50,0.50
2016-01-02-353,0.75,1,0.600,2.50,0.000,0.0000,25.591,0.550,0.600,2.50,2.50,1.00
2016-01-02-354,0.75,-1,0.550,6.00,-0.150,0.0300,23.286,0.550,0.550,6.00,6.00,0.50
2016-01-02-355,0.75,1,0.450,2.50,-0.250,-0.0300,6.912,0.450,0.450,2.50,2.50,0.25
2016-01-02-356,0.75,-1,0.450,6.00,0.350,-0.0300,43.895,0.400,0.450,6.00,6.50,0.50
2016-01-02-357,0.75,-1,0.900,4.50,0.000,0.0150,27.575,0.900,1.000,3.50,4.50,3.00
2016-01-02-358,0.75,-1,0.400,7.50,-0.550,0.0000,11.432,0.350,0.400,7.50,8.50,0.00
2016-01-02-359,0.75,-1,0.400,3.00,-0.200,0.0000,39.419,0.400,0.400,3.00,3.00,0.75
2016-01-02-360,0.75,-1,1.000,2.50,0.350,0.0150,24.093,1.000,1.000,2.50,2.50,2.00
2016-01-02-361,0.75,-1,0.450,5.00,-0.050,0.0150,47.049,0.350,0.500,4.50,5.50,1.75
2016-01-02-362,0.75,-1,0.250,2.00,0.100,0.0300,2.298,0.150,0.250,2.00,3.50,0.00
2016-01-02-363,0.75,-1,0.150,2.00,0.250,-0.0300,17.933,0.050,0.200,2.00,3.00,0.75
2016-01-02-364,0.75,-1,0.300,8.00,0.350,0.0300,6.621,0.300,0.350,7.00,8.50,1.00
2016-01-02-365,0.75,-1,0.450,5.50,-0.100,-0.0150,20.661,0.350,0.450,5.50,7.00,1.75
2016-01-02-366,0.75,1,0.400,6.50,0.150,0.0000,24.082,0.350,0.450,2.00,6.50,1.25
2016-01-02-367,0.75,-1,0.350,3.50,0.250,-0.0300,12.990,0.350,0.350,3.50,4.00,1.50
2016-01-02-368,0.75,1,0.950,1.50,0.000,0.0000,27.010,0.900,1.000,1.50,1.50,2.75
2016-01-02-369,0.75,-1,0.150,2.00,0.300,0.0150,8.400,0.150,0.500,1.50,4.50,0.25
2016-01-02-370,0.75,1,0.250,9.00,0.500,-0.0300,5.107,0.200,0.250,9.00,10.00,0.00
2016-01-02-371,0.75,1,0.650,1.50,-0.300,0.0300,14.994,0.650,0.650,1.50,1.50,1.25
2016-01-02-372,0.75,-1,0.250,3.50,0.350,-0.0150,10.222,0.200,0.250,3.00,7.50,0.25
2016-01-02-373,0.75,1,0.350,4.00,0.000,0.0150,113.630,0.350,0.350,4.00,4.00,0.75
2016-01-02-374,0.75,-1,0.350,4.50,0.250,0.0150,8.245,0.350,0.700,2.50,4.50,0.00
2016-01-02-375,0.75,1,0.600,4.00,-0.400,-0.0150,13.701,0.400,0.600,4.00,6.50,0.75
2016-01-02-376,0.75,-1,0.450,6.00,0.050,0.0300,20.329,0.300,0.550,5.50,7.00,1.50
2016-01-02-377,0.75,-1,0.350,4.50,0.050,0.0300,5.258,0.250,0.800,2.50,7.00,2.00
2016-01-02-378,0.75,-1,0.400,5.50,-0.600,0.0150,29.934,0.400,0.800,4.50,5.50,0.25
2016-01-02-379,0.75,1,0.550,3.00,0.050,-0.0300,8.299,0.400,0.600,3.00,4.00,0.25
2016-01-02-380,0.75,-1,0.300,6.50,0.200,-0.0300,24.902,0.300,0.500,5.50,7.00,2.00
2016-01-02-381,0.75,-1,0.850,3.00,-0.350,0.0150,19.218,0.850,0.850,3.00,3.00,1.75
2016-01-02-382,0.75,-1,0.350,7.50,-0.050,-0.0150,12.127,0.250,0.350,4.50,8.50,0.00
2016-01-02-383,0.75,1,0.400,6.00,0.050,0.0150,40.042,0.350,0.400,6.00,6.00,1.50
2016-01-02-384,0.75,-1,0.050,4.50,-0.200,0.0300,-10.150,0.000,0.300,0.00,10.00,0.00
2016-01-02-385,0.75,-1,0.550,5.00,0.000,0.0150,54.115,0.450,0.550,5.00,5.50,0.00
2016-01-02-386,0.75,1,0.300,5.00,-0.050,0.0000,7.342,0.300,0.500,3.50,5.00,0.00
2016-01-02-387,0.75,-1,0.300,7.00,0.000,0.0000,20.402,0.300,0.350,5.00,7.00,0.75
2016-01-02-388,0.75,-1,0.450,5.00,0.050,0.0000,48.982,0.450,0.450,5.00,5.00,0.75
2016-01-02-389,0.75,1,0.250,7.00,0.100,0.0000,7.968,0.200,0.250,6.50,9.00,0.00
2016-01-02-390,0.75,1,0.450,3.50,-0.050,0.0000,47.390,0.450,0.450,3.50,3.50,1.00
2016-01-02-391,0.75,1,0.250,2.50,-0.550,0.0000,15.291,0.250,0.350,2.00,9.00,1.25
2016-01-02-392,0.75,-1,0.900,3.50,0.200,0.0000,21.329,0.250,0.900,3.50,7.00,3.00
2016-01-02-393,0.75,1,0.500,9.50,-0.600,0.0150,19.843,0.400,0.550,9.50,10.00,1.75
2016-01-02-394,0.75,-1,0.450,5.50,0.050,0.0000,51.848,0.400,0.450,5.50,6.00,1.25
2016-01-02-395,0.75,1,0.200,3.50,-0.600,-0.0300,1.870,0.200,0.300,2.50,3.50,0.25
